"","symbol","tair","top_spear_cor"
"AT1G27595","TANG1","AT1G27595",0.0517319817757941
"AT1G03510","None","AT1G03510",0.051727171087995
"AT1G06143","None","AT1G06143",0.051727171087995
"AT1G07090","LSH6","AT1G07090",0.051727171087995
"AT3G13720","PRA8","AT3G13720",0.051727171087995
"AT3G14070","CCX3","AT3G14070",0.051727171087995
"AT3G26350","None","AT3G26350",0.051727171087995
"AT4G26170","ET1","AT4G26170",0.051727171087995
"AT5G35620","LSP1","AT5G35620",0.0517174540778994
"AT2G18040","PIN1AT","AT2G18040",0.051691594123454
"AT1G19650","None","AT1G19650",0.0516679251708664
"AT1G34260","FAB1D","AT1G34260",0.0516458211026706
"AT2G18730","DGK3","AT2G18730",0.0516458211026706
"AT5G47680","TRM10","AT5G47680",0.0516339398868416
"AT1G26450","None","AT1G26450",0.0516068594201581
"AT3G50750","BEH1","AT3G50750",0.0516068594201581
"AT3G54770","ARP1","AT3G54770",0.0516068594201581
"AT5G66350","SHI","AT5G66350",0.0516068594201581
"AT5G23890","None","AT5G23890",0.0515381674304439
"AT3G02280","TAH18","AT3G02280",0.0515283746644588
"AT5G05140","None","AT5G05140",0.0515283746644588
"AT5G14460","None","AT5G14460",0.0515283746644588
"AT3G10770","None","AT3G10770",0.0515197259922757
"AT5G54500","FQR1","AT5G54500",0.0515197259922757
"AT1G70070","PDE317","AT1G70070",0.0515168931359061
"AT1G28260","None","AT1G28260",0.0515147446583714
"AT1G16210","None","AT1G16210",0.0515110351251606
"AT1G67510","None","AT1G67510",0.0515068805792853
"AT2G33590","CRL1","AT2G33590",0.0515068805792853
"AT5G56660","ILL2","AT5G56660",0.0515068805792853
"AT2G01070","None","AT2G01070",0.0515003212371316
"AT5G07730","None","AT5G07730",0.0515003212371316
"AT5G45300","BMY2","AT5G45300",0.0515003212371316
"AT3G24810","KRP5","AT3G24810",0.051488591339406
"AT3G49530","NTL6","AT3G49530",0.051488591339406
"AT5G23240","DJC76","AT5G23240",0.0514661344079277
"AT5G40390","SIP1","AT5G40390",0.0514617107958455
"AT2G38630","None","AT2G38630",0.0514534345525091
"AT4G05450","MFDX1","AT4G05450",0.0514390985083173
"AT1G78080","WIND1","AT1G78080",0.0514298722382041
"AT3G57780","None","AT3G57780",0.0514157015137817
"AT2G39681","None","AT2G39681",0.0514065605377702
"AT1G73875","CCR4E","AT1G73875",0.0514039184163169
"AT3G52750","FTSZ2-2","AT3G52750",0.0514039184163169
"AT2G42395","None","AT2G42395",0.0513925823439776
"AT3G57120","None","AT3G57120",0.0513925823439776
"AT4G10110","None","AT4G10110",0.0513925823439776
"AT5G56260","None","AT5G56260",0.0513925823439776
"AT5G61220","None","AT5G61220",0.0513925823439776
"AT1G74070","None","AT1G74070",0.0513856782357713
"AT5G06610","BDR1","AT5G06610",0.0513856782357713
"AT3G46440","UXS5","AT3G46440",0.0513794803291238
"AT1G53530","ATIMP1A","AT1G53530",0.0513779315580232
"AT1G56500","SOQ1","AT1G56500",0.0513779315580232
"AT5G09580","None","AT5G09580",0.0513779315580232
"AT5G36002","None","AT5G36002",0.0513664276648058
"AT1G58080","HISN1A","AT1G58080",0.0513500963267394
"AT2G02910","None","AT2G02910",0.0513471616566685
"AT1G74120","MTERF15","AT1G74120",0.0513339505354138
"AT2G07785","None","AT2G07785",0.0513339505354138
"AT4G01435","None","AT4G01435",0.0513339505354138
"AT1G20980","SPL1R2","AT1G20980",0.0513272656938827
"AT1G78680","GGH2","AT1G78680",0.0513059868757184
"AT3G52890","KIPK","AT3G52890",0.0512796939787854
"AT5G24350","MIP2","AT5G24350",0.0512713181442131
"AT4G17890","AGD8","AT4G17890",0.0512625565743668
"AT5G64500","None","AT5G64500",0.0512441721527036
"AT1G64105","NAC027","AT1G64105",0.051242148206848
"AT2G41490","GPT","AT2G41490",0.051235366552279
"AT5G11090","None","AT5G11090",0.0512234078335756
"AT3G54460","None","AT3G54460",0.0512160015555654
"AT3G52730","None","AT3G52730",0.0512156982549391
"AT3G27530","MAG4","AT3G27530",0.0511827420377528
"AT1G17232","None","AT1G17232",0.051171997284831
"AT1G16740","None","AT1G16740",0.0511471644403729
"AT3G02050","KUP3","AT3G02050",0.0511471644403729
"AT3G15220","None","AT3G15220",0.0511471644403729
"AT3G15660","GRXS15","AT3G15660",0.0511471644403729
"AT5G59770","None","AT5G59770",0.051134041288211
"AT4G39230","PCBER1","AT4G39230",0.0511216028321476
"AT1G02180","None","AT1G02180",0.0511093433929632
"AT5G57740","XBAT32","AT5G57740",0.0511093433929632
"AT3G13320","CAX2","AT3G13320",0.0511014302109783
"AT1G21695","None","AT1G21695",0.0510895152666667
"AT3G27880","None","AT3G27880",0.0510895152666667
"AT5G50380","EXO70F1","AT5G50380",0.0510611916710774
"AT1G09200","H3.1","AT1G09200",0.0510429757332656
"AT3G63450","None","AT3G63450",0.0510296932161058
"AT4G08390","SAPX","AT4G08390",0.0510217401905348
"AT3G61750","None","AT3G61750",0.0509936331909764
"AT1G01130","None","AT1G01130",0.0509924198356215
"AT1G06140","MEF3","AT1G06140",0.0509924198356215
"AT1G08070","OTP82","AT1G08070",0.0509924198356215
"AT2G39180","CCR2","AT2G39180",0.0509924198356215
"AT5G49520","WRKY48","AT5G49520",0.0509924198356215
"AT1G70940","PIN3","AT1G70940",0.0509655345511216
"AT2G24820","TIC55-II","AT2G24820",0.0509655345511216
"AT3G05180","None","AT3G05180",0.0509655345511216
"AT4G15240","None","AT4G15240",0.0509655345511216
"AT4G34960","None","AT4G34960",0.0509570136187498
"AT1G67840","CSK","AT1G67840",0.0509565289975482
"AT3G55140","None","AT3G55140",0.050953214029949
"AT5G27607","None","AT5G27607",0.050953214029949
"AT1G71500","PSB33","AT1G71500",0.050925409503355
"AT1G15470","None","AT1G15470",0.0509235693524432
"AT2G20440","None","AT2G20440",0.0509235693524432
"AT2G38180","None","AT2G38180",0.0509235693524432
"AT3G13360","WIP3","AT3G13360",0.050902597511601
"AT3G54290","None","AT3G54290",0.0508824268896375
"AT1G71110","None","AT1G71110",0.0508805616798972
"AT1G53280","DJ1B","AT1G53280",0.050873881281234
"AT3G57000","None","AT3G57000",0.050873881281234
"AT1G70440","SRO3","AT1G70440",0.0508640087795642
"AT1G72416","None","AT1G72416",0.0508640087795642
"AT5G57080","None","AT5G57080",0.0508640087795642
"AT1G04773","None","AT1G04773",0.0508598510767137
"AT1G26761","None","AT1G26761",0.0508598510767137
"AT3G05327","None","AT3G05327",0.0508598510767137
"AT4G08780","None","AT4G08780",0.0508598510767137
"AT5G20940","None","AT5G20940",0.0508598510767137
"AT5G35760","None","AT5G35760",0.0508598510767137
"AT5G63100","None","AT5G63100",0.0508598510767137
"AT1G65250","ZRK14","AT1G65250",0.0508562599613191
"AT3G20600","NDR1","AT3G20600",0.0508562599613191
"AT4G27300","None","AT4G27300",0.0508562599613191
"AT2G03070","MED8","AT2G03070",0.0508514032026857
"AT3G11710","ATKRS-1","AT3G11710",0.0508413392944497
"AT3G05190","None","AT3G05190",0.0508333721083526
"AT1G08610","None","AT1G08610",0.0508160170180289
"AT2G38020","VPS16","AT2G38020",0.0508160170180289
"AT2G01755","None","AT2G01755",0.0508135209048742
"AT2G32940","AGO6","AT2G32940",0.0508135209048742
"AT1G55490","LEN1","AT1G55490",0.050812408386708
"AT1G36310","TRM9","AT1G36310",0.0507949262584223
"AT1G16445","None","AT1G16445",0.050793202135041
"AT3G44280","None","AT3G44280",0.050793202135041
"AT1G15100","RHA2A","AT1G15100",0.0507839208358134
"AT1G79970","None","AT1G79970",0.0507779813547904
"AT2G23080","CKA3","AT2G23080",0.0507714887350164
"AT2G35020","GLCNAC1PUT2","AT2G35020",0.0507628101100044
"AT1G55910","ZIP11","AT1G55910",0.050738009966995
"AT2G40920","None","AT2G40920",0.050738009966995
"AT3G01060","None","AT3G01060",0.050719573997148
"AT3G54260","TBL36","AT3G54260",0.050719573997148
"AT4G10330","None","AT4G10330",0.0507012483884361
"AT5G01775","None","AT5G01775",0.0506943946930264
"AT1G80030","DJA7","AT1G80030",0.0506861356651031
"AT3G62700","MRP10","AT3G62700",0.0506414320548864
"AT5G53570","RABGAP22","AT5G53570",0.0506365605341324
"AT1G59600","ZCW7","AT1G59600",0.0506041962211271
"AT3G18060","None","AT3G18060",0.0506028825496848
"AT2G15730","None","AT2G15730",0.0505838214893536
"AT3G17350","None","AT3G17350",0.0505838214893536
"AT2G29210","None","AT2G29210",0.0505782605449323
"AT4G39390","URGT4","AT4G39390",0.0505780630504664
"AT5G54170","None","AT5G54170",0.0505780630504664
"AT4G34040","MBR2","AT4G34040",0.0505583994902838
"AT1G51100","CRR41","AT1G51100",0.0505282859167041
"AT1G71810","None","AT1G71810",0.0505282859167041
"AT1G78050","PGM","AT1G78050",0.0505282859167041
"AT3G08720","S6K2","AT3G08720",0.0505282859167041
"AT3G13910","None","AT3G13910",0.0505282859167041
"AT3G61200","None","AT3G61200",0.0505282859167041
"AT5G61930","APO3","AT5G61930",0.0505282859167041
"AT1G04247","None","AT1G04247",0.0504922268958622
"AT5G45630","None","AT5G45630",0.0504922268958622
"AT1G04980","PDIL2-2","AT1G04980",0.0504902337583227
"AT1G11080","SCPL31","AT1G11080",0.0504902337583227
"AT3G26540","None","AT3G26540",0.0504902337583227
"AT3G58430","None","AT3G58430",0.0504902337583227
"AT5G08445","None","AT5G08445",0.0504784884211697
"AT4G27490","RRP41L","AT4G27490",0.0504648710033783
"AT5G46030","None","AT5G46030",0.0504537890999184
"AT1G01810","None","AT1G01810",0.0504403206604572
"AT5G67190","DEAR2","AT5G67190",0.0504403206604572
"AT1G09970","RLK7","AT1G09970",0.0504193498926506
"AT3G51160","MUR_1","AT3G51160",0.0504001288919564
"AT1G18690","XXT4","AT1G18690",0.0503963455721177
"AT2G23340","DEAR3","AT2G23340",0.0503879001131305
"AT1G31280","ATAGO2","AT1G31280",0.0503786086692184
"AT5G08330","TCP21","AT5G08330",0.0503786086692184
"AT5G56180","ATARP8","AT5G56180",0.0503786086692184
"AT1G64280","SAI1","AT1G64280",0.0503660272817228
"AT2G37240","None","AT2G37240",0.0503660272817228
"AT1G79270","ECT8","AT1G79270",0.0503381906985002
"AT4G18010","IP5PII","AT4G18010",0.0503381906985002
"AT2G33170","None","AT2G33170",0.0503372562305717
"AT1G08973","None","AT1G08973",0.0503031784484019
"AT2G44255","None","AT2G44255",0.0502816945020162
"AT1G74910","KJC1","AT1G74910",0.0502720986469557
"AT1G77170","None","AT1G77170",0.0502674837553125
"AT3G01470","HD-ZIP-1","AT3G01470",0.0502597440912587
"AT5G39865","None","AT5G39865",0.0502595789827927
"AT1G01600","CYP86A4","AT1G01600",0.050240761612454
"AT3G02330","MEF13","AT3G02330",0.050240761612454
"AT5G57140","PAP28","AT5G57140",0.050240761612454
"AT5G59570","BOA","AT5G59570",0.050240761612454
"AT5G66710","None","AT5G66710",0.050240761612454
"AT3G04443","None","AT3G04443",0.0502407506570959
"AT4G38150","None","AT4G38150",0.0502385794621312
"AT3G60250","CKB3","AT3G60250",0.0502311835882652
"AT4G32070","PHOX4","AT4G32070",0.0502234230054259
"AT5G57990","UBP23","AT5G57990",0.050221724476424
"AT3G27830","RPL12-A","AT3G27830",0.0502202472797932
"AT2G16090","ATARI2","AT2G16090",0.0502180827393168
"AT4G18530","None","AT4G18530",0.0502180827393168
"AT5G64050","OVA3","AT5G64050",0.0502180827393168
"AT1G64460","None","AT1G64460",0.0502169091427818
"AT2G27260","None","AT2G27260",0.0502157777481379
"AT4G12730","FLA2","AT4G12730",0.05021049440273
"AT3G48420","None","AT3G48420",0.0502016546043309
"AT3G59040","PPR287","AT3G59040",0.0502016546043309
"AT1G08420","BSL2","AT1G08420",0.0501895979559312
"AT3G56320","None","AT3G56320",0.0501773006139466
"AT4G04320","None","AT4G04320",0.0501773006139466
"AT4G32120","HPGT2","AT4G32120",0.0501580701571383
"AT4G10100","SIR5","AT4G10100",0.0501441308446787
"AT1G12650","None","AT1G12650",0.0501393434747842
"AT1G03200","None","AT1G03200",0.0501348126550964
"AT1G45163","None","AT1G45163",0.0501348126550964
"AT1G69720","HO3","AT1G69720",0.0501348126550964
"AT4G31500","SUR2","AT4G31500",0.0501348126550964
"AT5G49730","FRO6","AT5G49730",0.0501348126550964
"AT4G26970","ACO2","AT4G26970",0.0501325727378155
"AT4G24400","SNRK3.13","AT4G24400",0.0501268255524264
"AT3G29240","None","AT3G29240",0.0501210772803282
"AT5G13800","PPH","AT5G13800",0.0501210772803282
"AT1G23710","None","AT1G23710",0.0501192922479831
"AT5G61200","None","AT5G61200",0.0501192922479831
"AT5G63790","NAC102","AT5G63790",0.0501192922479831
"AT1G60545","None","AT1G60545",0.0501153387366991
"AT3G58100","PDCB5","AT3G58100",0.0501153387366991
"AT3G02520","GRF7","AT3G02520",0.0501138874652593
"AT5G53370","PMEPCRF","AT5G53370",0.0501096775331045
"AT2G46200","None","AT2G46200",0.0501052074938041
"AT4G22150","PUX3","AT4G22150",0.0501037766095182
"AT1G64980","CDI","AT1G64980",0.0501023493948604
"AT5G37310","None","AT5G37310",0.0501023493948604
"AT1G48780","None","AT1G48780",0.0500892200676912
"AT1G78650","POLD3","AT1G78650",0.0500870618932643
"AT2G01290","RPI2","AT2G01290",0.0500610852833026
"AT5G20630","GLP3B","AT5G20630",0.0500610852833026
"AT5G43190","None","AT5G43190",0.0500426224319088
"AT2G07585","None","AT2G07585",0.0500408030297609
"AT2G42365","None","AT2G42365",0.0500391964932527
"AT3G20440","EMB2729","AT3G20440",0.050033275780429
"AT3G10985","WI12","AT3G10985",0.0500288874131846
"AT1G31130","None","AT1G31130",0.0499997930051448
"AT4G35630","PSAT1","AT4G35630",0.0499997930051448
"AT3G16470","JR1","AT3G16470",0.0499779144528275
"AT3G13930","MTE2-2","AT3G13930",0.0499742772745612
"AT1G65190","ZRK13","AT1G65190",0.0499740216914042
"AT3G58590","None","AT3G58590",0.0499740216914042
"AT4G02380","SAG21","AT4G02380",0.0499740216914042
"AT2G25560","None","AT2G25560",0.0499726948643661
"AT5G19490","None","AT5G19490",0.0499726948643661
"AT3G00770","None","AT3G00770",0.0499447363056599
"AT2G14530","TBL13","AT2G14530",0.0499430160110444
"AT5G44450","None","AT5G44450",0.0499430160110444
"AT3G44340","CEF","AT3G44340",0.0499395613534201
"AT2G30432","TCL1","AT2G30432",0.0499322019786291
"AT2G31880","SOBIR1","AT2G31880",0.0499322019786291
"AT3G02060","None","AT3G02060",0.0499308804257489
"AT3G57790","None","AT3G57790",0.04992940233169
"AT5G08490","SLG1","AT5G08490",0.04992940233169
"AT4G08520","None","AT4G08520",0.0499040031999512
"AT1G10980","None","AT1G10980",0.0498680948526249
"AT2G11270","None","AT2G11270",0.0498680948526249
"AT2G39620","None","AT2G39620",0.0498680948526249
"AT2G40320","TBL33","AT2G40320",0.0498680948526249
"AT5G19221","None","AT5G19221",0.0498680948526249
"AT3G24590","PLSP1","AT3G24590",0.0498663842091019
"AT1G01100","RPP1A","AT1G01100",0.0498565250003738
"AT3G51860","CAX3","AT3G51860",0.0498435330931382
"AT1G03170","FTM5","AT1G03170",0.0498396219968643
"AT5G44720","None","AT5G44720",0.0498242603175523
"AT1G49790","None","AT1G49790",0.0498188324225806
"AT2G36980","None","AT2G36980",0.0498188324225806
"AT3G21790","None","AT3G21790",0.0498188324225806
"AT3G28180","CSLC4","AT3G28180",0.0498188324225806
"AT3G54140","PTR1","AT3G54140",0.0498188324225806
"AT4G28330","None","AT4G28330",0.0498188324225806
"AT3G54610","HAT1","AT3G54610",0.0498023387309645
"AT1G48950","None","AT1G48950",0.0497854711898819
"AT1G50910","None","AT1G50910",0.0497854711898819
"AT3G52470","None","AT3G52470",0.0497854711898819
"AT1G17380","TIFY11A","AT1G17380",0.0497768289234987
"AT3G19850","None","AT3G19850",0.0497768289234987
"AT4G19550","None","AT4G19550",0.049769969918089
"AT5G55290","None","AT5G55290",0.049769969918089
"AT2G01190","PDE331","AT2G01190",0.0497647263464894
"AT1G45120","None","AT1G45120",0.0497583684061606
"AT2G16770","BZIP23","AT2G16770",0.0497583684061606
"AT2G36220","None","AT2G36220",0.0497583684061606
"AT2G48020","ZIF2","AT2G48020",0.0497583684061606
"AT1G08200","AXS2","AT1G08200",0.0497574070311285
"AT1G15510","VAC1","AT1G15510",0.0497516828829729
"AT1G31180","IPMDH1","AT1G31180",0.0497514997107578
"AT1G55840","None","AT1G55840",0.0497436134712699
"AT1G63230","None","AT1G63230",0.0497252938864357
"AT3G23805","RALFL24","AT3G23805",0.0497252938864357
"AT3G26960","None","AT3G26960",0.0497252938864357
"AT4G15096","None","AT4G15096",0.0497252938864357
"AT5G54140","ILL3","AT5G54140",0.0497252938864357
"AT1G33260","None","AT1G33260",0.0497142739955357
"AT2G35830","None","AT2G35830",0.0497142739955357
"AT5G06820","SRF2","AT5G06820",0.0497142739955357
"AT1G14340","BPL3","AT1G14340",0.0496952920932979
"AT1G77770","None","AT1G77770",0.0496952920932979
"AT1G07693","None","AT1G07693",0.0496767749989506
"AT1G68170","UMAMIT23","AT1G68170",0.0496767749989506
"AT2G06615","None","AT2G06615",0.0496767749989506
"AT3G26330","CYP71B37","AT3G26330",0.0496767749989506
"AT4G08850","MIK2","AT4G08850",0.0496767749989506
"AT1G05970","EDM3","AT1G05970",0.0496758604096468
"AT3G44630","None","AT3G44630",0.0496613765506489
"AT1G27330","None","AT1G27330",0.0496375868541088
"AT5G55260","PPX2","AT5G55260",0.0496375868541088
"AT4G25080","CHLM","AT4G25080",0.0496165564797577
"AT3G08730","S6K1","AT3G08730",0.0496002797702746
"AT2G28350","ARF10","AT2G28350",0.0495886968779453
"AT1G52370","None","AT1G52370",0.0495862418614311
"AT2G39470","PPL2","AT2G39470",0.0495397039843325
"AT3G51230","None","AT3G51230",0.0495397039843325
"AT5G19260","FAF3","AT5G19260",0.0495397039843325
"AT2G26570","WEB1","AT2G26570",0.0495336156061781
"AT2G37160","None","AT2G37160",0.0495331719506088
"AT1G79040","PSBR","AT1G79040",0.0495148951670473
"AT1G09180","SARA1A","AT1G09180",0.0495014989198441
"AT1G45145","TRX5","AT1G45145",0.0495014989198441
"AT3G25780","AOC3","AT3G25780",0.0495014989198441
"AT4G34650","SQS2","AT4G34650",0.0495014989198441
"AT1G45233","THO5","AT1G45233",0.0494971433196716
"AT3G00370","None","AT3G00370",0.0494971433196716
"AT3G28200","None","AT3G28200",0.0494971433196716
"AT3G23490","CYN","AT3G23490",0.0494954372521026
"AT1G74170","RLP13","AT1G74170",0.0494900597028594
"AT2G28080","None","AT2G28080",0.0494900597028594
"AT2G32295","None","AT2G32295",0.0494802934956377
"AT1G07728","None","AT1G07728",0.0494764933931358
"AT5G59900","None","AT5G59900",0.0494764933931358
"AT1G74150","None","AT1G74150",0.0494633792592035
"AT3G20470","GRP5","AT3G20470",0.0494633792592035
"AT1G20770","None","AT1G20770",0.0494375596074267
"AT4G03280","PGR1","AT4G03280",0.0494233045580032
"AT1G44100","AAP5","AT1G44100",0.0493930648383321
"AT3G49940","LBD38","AT3G49940",0.0493930648383321
"AT3G62740","BGLU7","AT3G62740",0.0493930648383321
"AT4G09460","MYB6","AT4G09460",0.0493930648383321
"AT4G38910","BPC5","AT4G38910",0.0493930648383321
"AT5G56540","ATAGP14","AT5G56540",0.0493930648383321
"AT1G01670","None","AT1G01670",0.0493779420769843
"AT1G44780","None","AT1G44780",0.0493738182192427
"AT1G11125","None","AT1G11125",0.0493597167537594
"AT5G27490","None","AT5G27490",0.0493597167537594
"AT5G67520","APK4","AT5G67520",0.0493597167537594
"AT2G37260","WRKY44","AT2G37260",0.0493589345749169
"AT1G21610","UBN1","AT1G21610",0.0493532939105431
"AT1G26810","GALT1","AT1G26810",0.0493282396422307
"AT5G54940","None","AT5G54940",0.0493282396422307
"AT1G17360","None","AT1G17360",0.049326346343543
"AT5G23910","None","AT5G23910",0.0493014071899721
"AT1G73530","ORRM6","AT1G73530",0.0492872148339228
"AT3G14740","None","AT3G14740",0.0492872148339228
"AT1G79440","SSADH1","AT1G79440",0.0492724664016791
"AT4G22380","None","AT4G22380",0.0491847762138007
"AT2G31340","EMB1381","AT2G31340",0.0491798585005461
"AT1G22882","SUN3","AT1G22882",0.0491709107731663
"AT1G55870","ATPARN","AT1G55870",0.0491668492353382
"AT4G17950","AHL13","AT4G17950",0.0491490491649788
"AT5G15780","None","AT5G15780",0.0491457233002422
"AT5G05920","EDA22","AT5G05920",0.0491226623613347
"AT1G31440","SH3P1","AT1G31440",0.0491093596509406
"AT1G30690","PATL4","AT1G30690",0.0490883679861841
"AT5G65200","PUB38","AT5G65200",0.0490797086368619
"AT1G64530","NLP6","AT1G64530",0.0490310360562697
"AT2G27510","FD3","AT2G27510",0.0490103096309999
"AT5G50970","None","AT5G50970",0.0490103096309999
"AT1G16670","CRPK1","AT1G16670",0.0490003618321317
"AT1G50000","None","AT1G50000",0.0490003618321317
"AT5G44780","MORF4","AT5G44780",0.0489836141323572
"AT3G46130","MYB48","AT3G46130",0.0489536603040013
"AT5G04770","CAT6","AT5G04770",0.0489536603040013
"AT2G30600","None","AT2G30600",0.0489385707395954
"AT5G03690","FBA4","AT5G03690",0.0489257986387001
"AT5G02740","None","AT5G02740",0.0488970472203075
"AT2G17450","RHA3A","AT2G17450",0.0488794663080165
"AT5G40150","None","AT5G40150",0.0488709394599994
"AT4G08920","OOP2","AT4G08920",0.0488518708631588
"AT1G29500","SAUR66","AT1G29500",0.0488471118460551
"AT4G14550","SLR","AT4G14550",0.0488471118460551
"AT1G66510","None","AT1G66510",0.0488336420520231
"AT1G71920","HISN6B","AT1G71920",0.0488269710389335
"AT4G24920","None","AT4G24920",0.0488150182063835
"AT3G25070","RIN4","AT3G25070",0.0488122745307557
"AT1G76705","None","AT1G76705",0.0487882775174895
"AT1G03190","UVH6","AT1G03190",0.0487847029584476
"AT3G08960","None","AT3G08960",0.0487788999302662
"AT5G49060","None","AT5G49060",0.0487788528356809
"AT1G71820","SEC6","AT1G71820",0.0487731164846359
"AT5G15770","GNA1","AT5G15770",0.0487614379778237
"AT5G60230","SEN2","AT5G60230",0.0487614379778237
"AT1G04840","None","AT1G04840",0.0487392161505807
"AT2G21090","None","AT2G21090",0.0487392161505807
"AT5G62840","None","AT5G62840",0.0487392161505807
"AT2G31170","SYCO","AT2G31170",0.0487295208861146
"AT1G13350","PRP4KB","AT1G13350",0.0487159960888263
"AT5G55610","None","AT5G55610",0.0487149527753016
"AT4G14520","None","AT4G14520",0.0487002047529304
"AT2G35190","NSPN11","AT2G35190",0.0486964766920128
"AT5G56590","None","AT5G56590",0.0486800230623787
"AT2G01980","SOS1","AT2G01980",0.0486662751761995
"AT2G25640","None","AT2G25640",0.0486662751761995
"AT1G30460","OXT6","AT1G30460",0.0486542336237223
"AT3G02070","None","AT3G02070",0.0486488348267162
"AT4G28600","NPGR2","AT4G28600",0.0486372635495977
"AT3G03300","DCL2","AT3G03300",0.0486272393383126
"AT1G28380","NSL1","AT1G28380",0.0486247772999188
"AT3G22425","IGPD","AT3G22425",0.0486247772999188
"AT5G37780","TCH1","AT5G37780",0.0486222828599377
"AT1G28540","None","AT1G28540",0.0485636465835202
"AT5G05590","PAI2","AT5G05590",0.0485636465835202
"AT1G26550","None","AT1G26550",0.0485557960054681
"AT1G80770","PDE318","AT1G80770",0.0485557960054681
"AT3G17120","None","AT3G17120",0.0485557960054681
"AT5G17550","PEX19B","AT5G17550",0.0485557960054681
"AT3G20975","None","AT3G20975",0.0485378643975555
"AT4G37895","None","AT4G37895",0.0485378643975555
"AT5G40395","None","AT5G40395",0.0485378643975555
"AT3G08940","LHCB4.2","AT3G08940",0.0485367739200167
"AT4G38740","ROC1","AT4G38740",0.0485233974862167
"AT1G15490","None","AT1G15490",0.0485150314264474
"AT1G53000","KDSB","AT1G53000",0.0485150314264474
"AT5G47140","GATA27","AT5G47140",0.0485150314264474
"AT5G58220","TTL","AT5G58220",0.0485046173528904
"AT1G11780","None","AT1G11780",0.0485019348840444
"AT1G22510","None","AT1G22510",0.0485019348840444
"AT2G40380","PRA1.B2","AT2G40380",0.0484920705355658
"AT5G59030","COPT1","AT5G59030",0.0484920705355658
"AT1G17147","None","AT1G17147",0.0484843537995464
"AT2G37460","UMAMIT12","AT2G37460",0.0484843537995464
"AT5G16630","RAD4","AT5G16630",0.048475077273616
"AT3G12650","None","AT3G12650",0.0484581671323412
"AT4G11175","None","AT4G11175",0.0484581671323412
"AT1G03660","None","AT1G03660",0.0484565399800388
"AT3G44753","None","AT3G44753",0.0484565399800388
"AT4G26990","None","AT4G26990",0.0484565399800388
"AT4G35570","NFD5","AT4G35570",0.0484229974592063
"AT4G15215","PDR13","AT4G15215",0.0484159215082883
"AT5G41060","None","AT5G41060",0.0484039368825645
"AT1G32410","None","AT1G32410",0.0483935899699282
"AT4G21520","None","AT4G21520",0.0483935899699282
"AT4G28230","None","AT4G28230",0.0483921903888908
"AT5G11040","VAN4","AT5G11040",0.0483882510733781
"AT5G15580","TRM2","AT5G15580",0.0483113594822679
"AT2G46370","JAR1","AT2G46370",0.0482817366399472
"AT3G44190","None","AT3G44190",0.0482770579411863
"AT3G29170","None","AT3G29170",0.0482522670028408
"AT3G27050","None","AT3G27050",0.0482488830161211
"AT4G22756","SMO1-2","AT4G22756",0.0482488830161211
"AT1G07350","SR45A","AT1G07350",0.048221001184256
"AT1G75990","None","AT1G75990",0.0482163406214039
"AT4G10430","None","AT4G10430",0.0481984764656748
"AT1G70210","CYCD1;1","AT1G70210",0.0481549227089866
"AT5G42320","None","AT5G42320",0.0481528341035461
"AT1G13120","GLE1","AT1G13120",0.0481497887349081
"AT2G34230","None","AT2G34230",0.0481221478246692
"AT5G25980","TGG2","AT5G25980",0.0481221478246692
"AT1G27980","DPL1","AT1G27980",0.0481171288159545
"AT3G20100","CYP705A19","AT3G20100",0.0481166875249499
"AT1G77270","None","AT1G77270",0.0481076322324742
"AT2G01970","None","AT2G01970",0.0480972878337448
"AT3G47833","SDH7A","AT3G47833",0.0480772397194707
"AT1G48160","None","AT1G48160",0.0480750560866103
"AT3G29350","AHP2","AT3G29350",0.0480507494976656
"AT1G50600","SCL5","AT1G50600",0.0480501895104662
"AT1G13270","MAP1C","AT1G13270",0.0480399554763776
"AT1G48480","RKL1","AT1G48480",0.0480255472580312
"AT1G48960","None","AT1G48960",0.0480202097242676
"AT1G55265","None","AT1G55265",0.0480202097242676
"AT3G49170","EMB2261","AT3G49170",0.0480202097242676
"AT1G20100","None","AT1G20100",0.0480084559281276
"AT5G37850","SOS4","AT5G37850",0.0479971305886618
"AT3G09830","PCRK1","AT3G09830",0.047994692588968
"AT1G31500","HESP","AT1G31500",0.0479827305314232
"AT1G45249","ATAREB1","AT1G45249",0.0479134219831299
"AT1G06380","None","AT1G06380",0.0478996743637495
"AT1G68440","None","AT1G68440",0.0478996743637495
"AT1G68060","MAP70-1","AT1G68060",0.0478917908724164
"AT4G02150","MOS6","AT4G02150",0.0478618908618815
"AT1G23730","BCA3","AT1G23730",0.0478491711901358
"AT4G32440","None","AT4G32440",0.0478465648136943
"AT3G55740","PROT2","AT3G55740",0.0478409834090291
"AT4G38330","None","AT4G38330",0.0478409834090291
"AT1G04250","IAA17","AT1G04250",0.0478061742021286
"AT5G52010","None","AT5G52010",0.0478061742021286
"AT3G01980","None","AT3G01980",0.0477906784947979
"AT1G53190","TEAR1","AT1G53190",0.0477905423849666
"AT5G13460","IQD11","AT5G13460",0.0477667628268048
"AT1G21520","None","AT1G21520",0.0477605583034613
"AT5G40400","None","AT5G40400",0.0477605583034613
"AT1G31850","None","AT1G31850",0.0477066355982653
"AT2G20850","SRF1","AT2G20850",0.0477066355982653
